バージョン,曲名,難易度,レベル,ノーツレーダー属性
9th style,昭和企業戦士荒山課長,HYPER,6,
9th style,昭和企業戦士荒山課長,ANOTHER,7,CHORD
PENDUAL,白露の風,NORMAL,2,PEAK
PENDUAL,白露の風,HYPER,6,
PENDUAL,白露の風,ANOTHER,9,CHORD
HEROIC VERSE,深淵に捧ぐレクイエム,NORMAL,5,
HEROIC VERSE,深淵に捧ぐレクイエム,HYPER,9,CHARGE
HEROIC VERSE,深淵に捧ぐレクイエム,ANOTHER,12,CHARGE
CANNON BALLERS,神謳 -RESONANCE-,NORMAL,7,NOTES
CANNON BALLERS,神謳 -RESONANCE-,HYPER,10,NOTES
CANNON BALLERS,神謳 -RESONANCE-,ANOTHER,12,NOTES
copula,真 地獄超特急 -HELL or HELL-,NORMAL,7,CHARGE
copula,真 地獄超特急 -HELL or HELL-,HYPER,10,CHARGE
copula,真 地獄超特急 -HELL or HELL-,ANOTHER,12,CHARGE
EPOLIS,シンデレラ,BEGINNER,3,
EPOLIS,シンデレラ,NORMAL,5,
EPOLIS,シンデレラ,HYPER,8,NOTES
EPOLIS,シンデレラ,ANOTHER,10,NOTES
INFINITAS,ジオメトリックティーパーティー,NORMAL,7,
INFINITAS,ジオメトリックティーパーティー,HYPER,10,
INFINITAS,ジオメトリックティーパーティー,ANOTHER,12,PEAK
PENDUAL,時空トラベローグ,NORMAL,6,
PENDUAL,時空トラベローグ,HYPER,9,NOTES
PENDUAL,時空トラベローグ,ANOTHER,11,NOTES
CANNON BALLERS,純真可憐デザイア,BEGINNER,1,PEAK
CANNON BALLERS,純真可憐デザイア,NORMAL,4,
CANNON BALLERS,純真可憐デザイア,HYPER,8,NOTES
CANNON BALLERS,純真可憐デザイア,ANOTHER,10,NOTES
INFINITAS,情熱タンデムRUNAWAY,NORMAL,6,
INFINITAS,情熱タンデムRUNAWAY,HYPER,10,
INFINITAS,情熱タンデムRUNAWAY,ANOTHER,12,NOTES
SINOBUZ,次葉 -turn the page-,NORMAL,4,NOTES
SINOBUZ,次葉 -turn the page-,HYPER,8,NOTES
SINOBUZ,次葉 -turn the page-,ANOTHER,10,NOTES
BISTROVER,スーパー戦湯ババンバーン,NORMAL,6,
BISTROVER,スーパー戦湯ババンバーン,HYPER,10,
BISTROVER,スーパー戦湯ババンバーン,ANOTHER,12,NOTES
BISTROVER,水鏡の異界,NORMAL,5,
BISTROVER,水鏡の異界,HYPER,9,NOTES
BISTROVER,水鏡の異界,ANOTHER,12,CHARGE
Lincle,衰色小町メランコリア,NORMAL,4,NOTES
Lincle,衰色小町メランコリア,HYPER,7,NOTES
Lincle,衰色小町メランコリア,ANOTHER,10,CHORD
SIRIUS,"水上の提督(Short mix from ""幻想水滸伝V"")",NORMAL,4,NOTES
SIRIUS,"水上の提督(Short mix from ""幻想水滸伝V"")",HYPER,8,NOTES
SIRIUS,"水上の提督(Short mix from ""幻想水滸伝V"")",ANOTHER,10,PEAK
Pinky Crush,スパークリング☆彡ハイパーチューン！！,NORMAL,6,
Pinky Crush,スパークリング☆彡ハイパーチューン！！,HYPER,9,NOTES
Pinky Crush,スパークリング☆彡ハイパーチューン！！,ANOTHER,12,CHORD
INFINITAS,隅田川夏恋歌,NORMAL,4,
INFINITAS,隅田川夏恋歌,HYPER,7,
INFINITAS,隅田川夏恋歌,ANOTHER,10,CHORD
tricoro,晴天Bon Voyage,NORMAL,3,
tricoro,晴天Bon Voyage,HYPER,7,
tricoro,晴天Bon Voyage,ANOTHER,9,NOTES
BISTROVER,世界の果てに約束の凱歌を -ReUnion-,NORMAL,6,
BISTROVER,世界の果てに約束の凱歌を -ReUnion-,HYPER,9,PEAK
BISTROVER,世界の果てに約束の凱歌を -ReUnion-,ANOTHER,12,CHORD
Rootage,セカンドピアス,NORMAL,3,
Rootage,セカンドピアス,HYPER,6,NOTES
Rootage,セカンドピアス,ANOTHER,9,CHORD
10th style,雪月花,NORMAL,6,
10th style,雪月花,HYPER,10,PEAK
10th style,雪月花,ANOTHER,12,PEAK
INFINITAS,雪上断火,NORMAL,6,
INFINITAS,雪上断火,HYPER,10,SCRATCH
INFINITAS,雪上断火,ANOTHER,12,SCRATCH
HEROIC VERSE,セピアの軌跡 ft. 天宮みや(少女フラクタル),BEGINNER,2,PEAK
HEROIC VERSE,セピアの軌跡 ft. 天宮みや(少女フラクタル),NORMAL,4,PEAK
HEROIC VERSE,セピアの軌跡 ft. 天宮みや(少女フラクタル),HYPER,7,NOTES
HEROIC VERSE,セピアの軌跡 ft. 天宮みや(少女フラクタル),ANOTHER,10,CHORD
HEROIC VERSE,セピアの軌跡 ft. 天宮みや(少女フラクタル),LEGGENDARIA,12,NOTES
copula,セロトニン,NORMAL,6,
copula,セロトニン,HYPER,9,NOTES
copula,セロトニン,ANOTHER,11,PEAK
EPOLIS,センチメンタル・サマー,NORMAL,3,NOTES
EPOLIS,センチメンタル・サマー,HYPER,6,PEAK
EPOLIS,センチメンタル・サマー,ANOTHER,9,NOTES
PENDUAL,千年ノ理,NORMAL,6,NOTES
PENDUAL,千年ノ理,HYPER,9,PEAK
PENDUAL,千年ノ理,ANOTHER,12,CHORD
PENDUAL,千年ノ理,LEGGENDARIA,12,CHORD
SPADA,旋律のドグマ～Miserables～,NORMAL,6,PEAK
SPADA,旋律のドグマ～Miserables～,HYPER,10,NOTES
SPADA,旋律のドグマ～Miserables～,ANOTHER,12,NOTES
GOLD,零 - ZERO -,BEGINNER,1,PEAK
GOLD,零 - ZERO -,NORMAL,6,
GOLD,零 - ZERO -,HYPER,8,NOTES
GOLD,零 - ZERO -,ANOTHER,9,NOTES
GOLD,零 - ZERO -,LEGGENDARIA,10,CHORD
PENDUAL,全力 SPECIAL VACATION!! ～限りある休日～,NORMAL,6,
PENDUAL,全力 SPECIAL VACATION!! ～限りある休日～,HYPER,8,
PENDUAL,全力 SPECIAL VACATION!! ～限りある休日～,ANOTHER,11,NOTES
CANNON BALLERS,草原の王女-軌跡を辿って-,NORMAL,3,NOTES
CANNON BALLERS,草原の王女-軌跡を辿って-,HYPER,7,NOTES
CANNON BALLERS,草原の王女-軌跡を辿って-,ANOTHER,10,CHORD
tricoro,創世ノート,NORMAL,4,PEAK
tricoro,創世ノート,HYPER,9,NOTES
tricoro,創世ノート,ANOTHER,11,NOTES
DJ TROOPERS,走馬灯 -The Last Song-,NORMAL,3,SOF-LAN
DJ TROOPERS,走馬灯 -The Last Song-,HYPER,4,SOF-LAN
DJ TROOPERS,走馬灯 -The Last Song-,ANOTHER,7,SOF-LAN
INFINITAS,天泣,NORMAL,5,
INFINITAS,天泣,HYPER,10,
INFINITAS,天泣,ANOTHER,12,NOTES
PENDUAL,それは花火のような恋,BEGINNER,3,NOTES
PENDUAL,それは花火のような恋,NORMAL,6,NOTES
PENDUAL,それは花火のような恋,HYPER,10,NOTES
PENDUAL,それは花火のような恋,ANOTHER,12,NOTES
RESIDENT,ぞうしょく！？マイデンティティ,NORMAL,6,
RESIDENT,ぞうしょく！？マイデンティティ,HYPER,10,NOTES
RESIDENT,ぞうしょく！？マイデンティティ,ANOTHER,12,NOTES
BISTROVER,∀,BEGINNER,3,PEAK
BISTROVER,∀,NORMAL,7,NOTES
BISTROVER,∀,HYPER,10,NOTES
BISTROVER,∀,ANOTHER,12,PEAK
IIDX RED,太陽～T・A・I・Y・O～,NORMAL,4,
IIDX RED,太陽～T・A・I・Y・O～,HYPER,8,PEAK
IIDX RED,太陽～T・A・I・Y・O～,ANOTHER,9,PEAK
copula,太陽SUNSUNボンジュールアバンチュール,NORMAL,6,
copula,太陽SUNSUNボンジュールアバンチュール,HYPER,8,
copula,太陽SUNSUNボンジュールアバンチュール,ANOTHER,11,PEAK
SIRIUS,たからもの,NORMAL,6,
SIRIUS,たからもの,HYPER,8,CHORD
SIRIUS,たからもの,ANOTHER,9,CHORD
SIRIUS,たからもの,LEGGENDARIA,11,CHORD
INFINITAS,多極性ニューロンの崩壊による人間の末路,NORMAL,6,
INFINITAS,多極性ニューロンの崩壊による人間の末路,HYPER,10,
INFINITAS,多極性ニューロンの崩壊による人間の末路,ANOTHER,12,NOTES
DistorteD,タシカナモノ,NORMAL,5,NOTES
DistorteD,タシカナモノ,HYPER,7,PEAK
DistorteD,タシカナモノ,ANOTHER,9,CHORD
Resort Anthem,旅人リラン,NORMAL,6,PEAK
Resort Anthem,旅人リラン,HYPER,9,NOTES
Resort Anthem,旅人リラン,ANOTHER,11,PEAK
tricoro,たまゆら,NORMAL,7,
tricoro,たまゆら,HYPER,10,PEAK
tricoro,たまゆら,ANOTHER,12,PEAK
INFINITAS,タンポポ,NORMAL,6,
INFINITAS,タンポポ,HYPER,9,
INFINITAS,タンポポ,ANOTHER,11,NOTES
INFINITAS,大見解,NORMAL,4,
INFINITAS,大見解,HYPER,8,
INFINITAS,大見解,ANOTHER,10,CHORD
Rootage,抱きしめてモナムール,NORMAL,5,NOTES
Rootage,抱きしめてモナムール,HYPER,10,NOTES
Rootage,抱きしめてモナムール,ANOTHER,12,NOTES
PENDUAL,打打打打打打打打打打,BEGINNER,1,PEAK
PENDUAL,打打打打打打打打打打,NORMAL,5,PEAK
PENDUAL,打打打打打打打打打打,HYPER,8,NOTES
PENDUAL,打打打打打打打打打打,ANOTHER,11,NOTES
Pinky Crush,断罪の一花,NORMAL,4,
Pinky Crush,断罪の一花,HYPER,8,NOTES
Pinky Crush,断罪の一花,ANOTHER,11,PEAK
Resort Anthem,中華急行,NORMAL,2,PEAK
Resort Anthem,中華急行,HYPER,8,NOTES
Resort Anthem,中華急行,ANOTHER,10,NOTES
SPADA,超!!遠距離らぶメ～ル,NORMAL,3,PEAK
SPADA,超!!遠距離らぶメ～ル,HYPER,7,NOTES
SPADA,超!!遠距離らぶメ～ル,ANOTHER,10,NOTES
PENDUAL,超青少年ノ為ノ超多幸ナ超古典的超舞曲,NORMAL,6,PEAK
PENDUAL,超青少年ノ為ノ超多幸ナ超古典的超舞曲,HYPER,9,NOTES
PENDUAL,超青少年ノ為ノ超多幸ナ超古典的超舞曲,ANOTHER,11,PEAK
PENDUAL,超青少年ノ為ノ超多幸ナ超古典的超舞曲,LEGGENDARIA,12,NOTES
RESIDENT,ちょえちょえまぎか,NORMAL,6,
RESIDENT,ちょえちょえまぎか,HYPER,10,NOTES
RESIDENT,ちょえちょえまぎか,ANOTHER,11,NOTES
RESIDENT,ちょえちょえまぎか,LEGGENDARIA,12,CHORD
SINOBUZ,ちらちら・はらはら,NORMAL,3,PEAK
SINOBUZ,ちらちら・はらはら,HYPER,5,PEAK
SINOBUZ,ちらちら・はらはら,ANOTHER,7,NOTES
copula,追想快晴テーマパーク,NORMAL,6,NOTES
copula,追想快晴テーマパーク,HYPER,10,NOTES
copula,追想快晴テーマパーク,ANOTHER,11,NOTES
SINOBUZ,津軽雪,NORMAL,7,NOTES
SINOBUZ,津軽雪,HYPER,10,NOTES
SINOBUZ,津軽雪,ANOTHER,12,PEAK
CastHour,月とミルク,NORMAL,5,NOTES
CastHour,月とミルク,HYPER,8,NOTES
CastHour,月とミルク,ANOTHER,11,NOTES
RESIDENT,月と夢の跡 ft. マナ,NORMAL,5,
RESIDENT,月と夢の跡 ft. マナ,HYPER,8,NOTES/PEAK
RESIDENT,月と夢の跡 ft. マナ,ANOTHER,10,CHORD
SINOBUZ,月雪に舞う華のように,NORMAL,5,PEAK
SINOBUZ,月雪に舞う華のように,HYPER,7,
SINOBUZ,月雪に舞う華のように,ANOTHER,10,CHORD
EMPRESS,翼,NORMAL,4,
EMPRESS,翼,HYPER,7,NOTES
EMPRESS,翼,ANOTHER,9,NOTES
EMPRESS,翼,LEGGENDARIA,10,CHORD
SPADA,罪と罰,NORMAL,5,NOTES
SPADA,罪と罰,HYPER,7,NOTES
SPADA,罪と罰,ANOTHER,10,PEAK
EMPRESS,天空脳番長危機十六連打,NORMAL,5,NOTES
EMPRESS,天空脳番長危機十六連打,HYPER,10,
EMPRESS,天空脳番長危機十六連打,ANOTHER,11,NOTES
EMPRESS,鉄甲乙女-under the steel-,NORMAL,4,
EMPRESS,鉄甲乙女-under the steel-,HYPER,7,NOTES
EMPRESS,鉄甲乙女-under the steel-,ANOTHER,10,CHORD
Lincle,天空の夜明け,NORMAL,7,PEAK
Lincle,天空の夜明け,HYPER,10,PEAK
Lincle,天空の夜明け,ANOTHER,12,NOTES
2nd style,.59,NORMAL,4,NOTES
2nd style,.59,HYPER,6,PEAK
2nd style,.59,ANOTHER,7,NOTES
PENDUAL,Ｘ↑Ｘ↓,NORMAL,5,SCRATCH
PENDUAL,Ｘ↑Ｘ↓,HYPER,8,PEAK
PENDUAL,Ｘ↑Ｘ↓,ANOTHER,11,CHORD
BISTROVER,ディスコルディア,NORMAL,7,PEAK
BISTROVER,ディスコルディア,HYPER,10,CHARGE
BISTROVER,ディスコルディア,ANOTHER,12,CHARGE
SINOBUZ,ディッシュウォッシャー◎彡おいわちゃん,NORMAL,3,
SINOBUZ,ディッシュウォッシャー◎彡おいわちゃん,HYPER,7,
SINOBUZ,ディッシュウォッシャー◎彡おいわちゃん,ANOTHER,11,CHORD
SPADA,デッドボヲルdeホームラン,NORMAL,3,PEAK
SPADA,デッドボヲルdeホームラン,HYPER,9,PEAK
SPADA,デッドボヲルdeホームラン,ANOTHER,11,NOTES
EPOLIS,電光,NORMAL,6,
EPOLIS,電光,HYPER,10,
EPOLIS,電光,ANOTHER,12,NOTES
EPOLIS,電子になりたい,NORMAL,5,
EPOLIS,電子になりたい,HYPER,8,NOTES
EPOLIS,電子になりたい,ANOTHER,10,NOTES
GOLD,電人、暁に斃れる。,BEGINNER,3,
GOLD,電人、暁に斃れる。,NORMAL,7,
GOLD,電人、暁に斃れる。,HYPER,10,NOTES
GOLD,電人、暁に斃れる。,ANOTHER,12,NOTES
6th style,電人イェーガーのテーマ(Theme of DENJIN J),NORMAL,5,
6th style,電人イェーガーのテーマ(Theme of DENJIN J),HYPER,7,PEAK
PENDUAL,デンドロビウム,NORMAL,4,
PENDUAL,デンドロビウム,HYPER,8,
PENDUAL,デンドロビウム,ANOTHER,10,NOTES
EPOLIS,電腦都市,NORMAL,7,NOTES
EPOLIS,電腦都市,HYPER,10,
EPOLIS,電腦都市,ANOTHER,12,NOTES
CANNON BALLERS,東京神話,BEGINNER,2,PEAK
CANNON BALLERS,東京神話,NORMAL,6,NOTES
CANNON BALLERS,東京神話,HYPER,9,NOTES
CANNON BALLERS,東京神話,ANOTHER,12,PEAK
CANNON BALLERS,東京神話,LEGGENDARIA,12,PEAK
Lincle,突撃!ガラスのニーソ姫!,NORMAL,4,PEAK
Lincle,突撃!ガラスのニーソ姫!,HYPER,7,NOTES
Lincle,突撃!ガラスのニーソ姫!,ANOTHER,10,CHORD
SPADA,轟け！恋のビーンボール！！,NORMAL,6,NOTES
SPADA,轟け！恋のビーンボール！！,HYPER,10,NOTES
SPADA,轟け！恋のビーンボール！！,ANOTHER,12,NOTES
tricoro,トリカゴノ鳳凰,NORMAL,6,NOTES
tricoro,トリカゴノ鳳凰,HYPER,9,NOTES
tricoro,トリカゴノ鳳凰,ANOTHER,12,NOTES
PENDUAL,取り残された美術(Arranged:HiZuMi),BEGINNER,1,PEAK
PENDUAL,取り残された美術(Arranged:HiZuMi),NORMAL,5,
PENDUAL,取り残された美術(Arranged:HiZuMi),HYPER,8,NOTES
PENDUAL,取り残された美術(Arranged:HiZuMi),ANOTHER,10,CHORD
PENDUAL,とろぴかる倶楽部,NORMAL,5,
PENDUAL,とろぴかる倶楽部,HYPER,8,SCRATCH
PENDUAL,とろぴかる倶楽部,ANOTHER,11,SCRATCH
INFINITAS,ドゥサンコオデッセイ!!,NORMAL,6,
INFINITAS,ドゥサンコオデッセイ!!,HYPER,10,
INFINITAS,ドゥサンコオデッセイ!!,ANOTHER,12,NOTES
SINOBUZ,童話回廊,NORMAL,5,SCRATCH
SINOBUZ,童話回廊,HYPER,9,NOTES
SINOBUZ,童話回廊,ANOTHER,12,NOTES
PENDUAL,ドッキン☆サマーあばんちゅーる,NORMAL,5,PEAK
PENDUAL,ドッキン☆サマーあばんちゅーる,HYPER,8,NOTES
PENDUAL,ドッキン☆サマーあばんちゅーる,ANOTHER,11,CHORD
Pinky Crush,ドリムチウ,NORMAL,4,
Pinky Crush,ドリムチウ,HYPER,7,NOTES
Pinky Crush,ドリムチウ,ANOTHER,10,NOTES
CANNON BALLERS,ナイトシティー・アヴァンチュール,NORMAL,5,
CANNON BALLERS,ナイトシティー・アヴァンチュール,HYPER,7,NOTES
CANNON BALLERS,ナイトシティー・アヴァンチュール,ANOTHER,9,NOTES
CastHour,ナイトフィクション,NORMAL,4,
CastHour,ナイトフィクション,HYPER,8,NOTES
CastHour,ナイトフィクション,ANOTHER,10,NOTES
EPOLIS,ないないルーティン,NORMAL,3,PEAK
EPOLIS,ないないルーティン,HYPER,7,PEAK
EPOLIS,ないないルーティン,ANOTHER,10,CHARGE
SPADA,IX,NORMAL,6,NOTES
SPADA,IX,HYPER,11,NOTES
SPADA,IX,ANOTHER,12,NOTES
tricoro,†渚の小悪魔ラヴリィ～レイディオ†(IIDX EDIT),BEGINNER,1,SCRATCH
tricoro,†渚の小悪魔ラヴリィ～レイディオ†(IIDX EDIT),NORMAL,3,NOTES
tricoro,†渚の小悪魔ラヴリィ～レイディオ†(IIDX EDIT),HYPER,9,SCRATCH
tricoro,†渚の小悪魔ラヴリィ～レイディオ†(IIDX EDIT),ANOTHER,12,NOTES
DistorteD,嘆きの樹,NORMAL,8,PEAK
DistorteD,嘆きの樹,HYPER,11,PEAK
DistorteD,嘆きの樹,ANOTHER,12,PEAK
PENDUAL,夏色DIARY - L.E.D.-G STYLE MIX -,NORMAL,6,
PENDUAL,夏色DIARY - L.E.D.-G STYLE MIX -,HYPER,10,NOTES
PENDUAL,夏色DIARY - L.E.D.-G STYLE MIX -,ANOTHER,12,NOTES
EPOLIS,夏風邪デスコ,BEGINNER,1,PEAK
EPOLIS,夏風邪デスコ,NORMAL,4,
EPOLIS,夏風邪デスコ,HYPER,8,NOTES
EPOLIS,夏風邪デスコ,ANOTHER,10,NOTES
Rootage,夏の匂い。キミの残像。 ft. Kanae Asaba,NORMAL,4,NOTES
Rootage,夏の匂い。キミの残像。 ft. Kanae Asaba,HYPER,8,NOTES
Rootage,夏の匂い。キミの残像。 ft. Kanae Asaba,ANOTHER,10,CHORD
BISTROVER,涙のテ・エストラーニョ・ムーチョ,NORMAL,6,
BISTROVER,涙のテ・エストラーニョ・ムーチョ,HYPER,9,NOTES
BISTROVER,涙のテ・エストラーニョ・ムーチョ,ANOTHER,11,NOTES
DistorteD,虹色,NORMAL,5,NOTES
DistorteD,虹色,HYPER,8,NOTES
DistorteD,虹色,ANOTHER,9,NOTES
tricoro,虹色の花,NORMAL,4,
tricoro,虹色の花,HYPER,8,
tricoro,虹色の花,ANOTHER,10,NOTES
SPADA,廿,NORMAL,5,PEAK
SPADA,廿,HYPER,8,SCRATCH
SPADA,廿,ANOTHER,10,SCRATCH
SPADA,廿,LEGGENDARIA,12,PEAK
HEROIC VERSE,眠りの国のステラ,NORMAL,6,NOTES
HEROIC VERSE,眠りの国のステラ,HYPER,9,NOTES
HEROIC VERSE,眠りの国のステラ,ANOTHER,11,NOTES
Rootage,ハードベース・フェスタ,NORMAL,6,
Rootage,ハードベース・フェスタ,HYPER,9,NOTES
Rootage,ハードベース・フェスタ,ANOTHER,11,NOTES
CastHour,ハイテックトキオ,NORMAL,6,SCRATCH
CastHour,ハイテックトキオ,HYPER,9,SCRATCH
CastHour,ハイテックトキオ,ANOTHER,11,NOTES
CastHour,ハイテックトキオ,LEGGENDARIA,12,NOTES
CANNON BALLERS,ハイ*ビスカス ft. Kanae Asaba,NORMAL,4,NOTES
CANNON BALLERS,ハイ*ビスカス ft. Kanae Asaba,HYPER,7,NOTES
CANNON BALLERS,ハイ*ビスカス ft. Kanae Asaba,ANOTHER,10,NOTES
RESIDENT,儚キ戀ノ幻想譚,BEGINNER,3,
RESIDENT,儚キ戀ノ幻想譚,NORMAL,8,NOTES
RESIDENT,儚キ戀ノ幻想譚,HYPER,10,NOTES
RESIDENT,儚キ戀ノ幻想譚,ANOTHER,12,NOTES
BISTROVER,儚き恋の華,NORMAL,5,
BISTROVER,儚き恋の華,HYPER,9,NOTES
BISTROVER,儚き恋の華,ANOTHER,11,NOTES
Pinky Crush,爆ぜりゃんせ,NORMAL,5,
Pinky Crush,爆ぜりゃんせ,HYPER,9,NOTES
Pinky Crush,爆ぜりゃんせ,ANOTHER,11,NOTES
EPOLIS,果たせぬ約束 ft. 小林マナ,NORMAL,6,NOTES
EPOLIS,果たせぬ約束 ft. 小林マナ,HYPER,9,NOTES
EPOLIS,果たせぬ約束 ft. 小林マナ,ANOTHER,11,CHORD
Rootage,花冠 feat.Aikapin,NORMAL,6,NOTES
Rootage,花冠 feat.Aikapin,HYPER,9,PEAK
Rootage,花冠 feat.Aikapin,ANOTHER,11,SCRATCH
GOLD,花吹雪 ～ IIDX LIMITED ～,NORMAL,4,NOTES
GOLD,花吹雪 ～ IIDX LIMITED ～,HYPER,6,NOTES
GOLD,花吹雪 ～ IIDX LIMITED ～,ANOTHER,8,PEAK
DJ TROOPERS,華爛漫 -Flowers-,BEGINNER,2,PEAK
DJ TROOPERS,華爛漫 -Flowers-,NORMAL,6,
DJ TROOPERS,華爛漫 -Flowers-,HYPER,8,NOTES
DJ TROOPERS,華爛漫 -Flowers-,ANOTHER,10,NOTES
DJ TROOPERS,華爛漫 -Flowers-,LEGGENDARIA,12,NOTES
EMPRESS,ハリツヤランデヴー,NORMAL,5,NOTES
EMPRESS,ハリツヤランデヴー,HYPER,8,CHORD
EMPRESS,ハリツヤランデヴー,ANOTHER,10,CHORD
Rootage,爆ゼニ☆がってんワーカー,NORMAL,6,NOTES
Rootage,爆ゼニ☆がってんワーカー,HYPER,9,NOTES
Rootage,爆ゼニ☆がってんワーカー,ANOTHER,11,NOTES
CANNON BALLERS,バスルーム ロマンス,NORMAL,5,
CANNON BALLERS,バスルーム ロマンス,HYPER,8,NOTES
CANNON BALLERS,バスルーム ロマンス,ANOTHER,10,NOTES
SINOBUZ,刃図羅,NORMAL,6,
SINOBUZ,刃図羅,HYPER,10,PEAK
SINOBUZ,刃図羅,ANOTHER,12,NOTES
HEROIC VERSE,バッドエンド・シンドローム,NORMAL,5,NOTES
HEROIC VERSE,バッドエンド・シンドローム,HYPER,8,PEAK
HEROIC VERSE,バッドエンド・シンドローム,ANOTHER,11,CHORD
BISTROVER,バッド・スイーツ、バッド・ドリーム,NORMAL,5,NOTES
BISTROVER,バッド・スイーツ、バッド・ドリーム,HYPER,9,NOTES
BISTROVER,バッド・スイーツ、バッド・ドリーム,ANOTHER,12,SCRATCH
CANNON BALLERS,バ→ビ→ブ→Bomb!,NORMAL,5,
CANNON BALLERS,バ→ビ→ブ→Bomb!,HYPER,9,NOTES
CANNON BALLERS,バ→ビ→ブ→Bomb!,ANOTHER,11,NOTES
RESIDENT,パーフェクトイーター,NORMAL,5,
RESIDENT,パーフェクトイーター,HYPER,9,NOTES
RESIDENT,パーフェクトイーター,ANOTHER,11,NOTES
SIRIUS,バビロニア,NORMAL,4,PEAK
SIRIUS,バビロニア,HYPER,7,
SIRIUS,バビロニア,ANOTHER,8,CHORD
PENDUAL,パ→ピ→プ→Yeah!,BEGINNER,2,PEAK
PENDUAL,パ→ピ→プ→Yeah!,NORMAL,6,NOTES
PENDUAL,パ→ピ→プ→Yeah!,HYPER,9,NOTES
PENDUAL,パ→ピ→プ→Yeah!,ANOTHER,11,NOTES
SINOBUZ,火影,NORMAL,5,SCRATCH
SINOBUZ,火影,HYPER,9,SCRATCH
SINOBUZ,火影,ANOTHER,12,SCRATCH
HAPPY SKY,ヒマワリ,NORMAL,3,PEAK
HAPPY SKY,ヒマワリ,HYPER,9,NOTES
HAPPY SKY,ヒマワリ,ANOTHER,10,NOTES
EMPRESS,卑弥呼,NORMAL,6,
EMPRESS,卑弥呼,HYPER,11,SOF-LAN
EMPRESS,卑弥呼,ANOTHER,12,PEAK
Sparkle Shower,百恋ラブラスター,NORMAL,4,
Sparkle Shower,百恋ラブラスター,HYPER,8,
Sparkle Shower,百恋ラブラスター,ANOTHER,10,CHORD
PENDUAL,表裏一体！？怪盗いいんちょの悩み,NORMAL,6,
PENDUAL,表裏一体！？怪盗いいんちょの悩み,HYPER,10,NOTES
PENDUAL,表裏一体！？怪盗いいんちょの悩み,ANOTHER,12,NOTES
HEROIC VERSE,開きたまえ！Next stAge！,NORMAL,5,
HEROIC VERSE,開きたまえ！Next stAge！,HYPER,9,SCRATCH
HEROIC VERSE,開きたまえ！Next stAge！,ANOTHER,11,NOTES
SINOBUZ,!Viva!,NORMAL,5,NOTES
SINOBUZ,!Viva!,HYPER,8,NOTES
SINOBUZ,!Viva!,ANOTHER,10,NOTES
SINOBUZ,!Viva!,LEGGENDARIA,11,CHORD
Lincle,ビューティフルレシート,BEGINNER,1,PEAK
Lincle,ビューティフルレシート,NORMAL,3,
Lincle,ビューティフルレシート,HYPER,8,PEAK
Lincle,ビューティフルレシート,ANOTHER,10,CHORD
IIDX RED,ピアノ協奏曲第１番”蠍火”,NORMAL,5,SOF-LAN
IIDX RED,ピアノ協奏曲第１番”蠍火”,HYPER,11,SOF-LAN
IIDX RED,ピアノ協奏曲第１番”蠍火”,ANOTHER,12,SOF-LAN
HEROIC VERSE,ピアノ協奏曲第1番”蠍火” (BlackY Remix),NORMAL,5,
HEROIC VERSE,ピアノ協奏曲第1番”蠍火” (BlackY Remix),HYPER,9,NOTES
HEROIC VERSE,ピアノ協奏曲第1番”蠍火” (BlackY Remix),ANOTHER,12,PEAK
CastHour,"ピアノ独奏無言歌 ""灰燼""",NORMAL,6,
CastHour,"ピアノ独奏無言歌 ""灰燼""",HYPER,10,SOF-LAN
CastHour,"ピアノ独奏無言歌 ""灰燼""",ANOTHER,12,SOF-LAN
SIRIUS,フェティッシュペイパー ～脇の汗回転ガール～,NORMAL,4,
SIRIUS,フェティッシュペイパー ～脇の汗回転ガール～,HYPER,6,
SIRIUS,フェティッシュペイパー ～脇の汗回転ガール～,ANOTHER,8,NOTES
BISTROVER,二人ノ廃城幽踊宴,NORMAL,7,SOF-LAN
BISTROVER,二人ノ廃城幽踊宴,HYPER,10,SOF-LAN
BISTROVER,二人ノ廃城幽踊宴,ANOTHER,12,NOTES
EMPRESS,不沈艦CANDY,BEGINNER,3,
EMPRESS,不沈艦CANDY,NORMAL,6,
EMPRESS,不沈艦CANDY,HYPER,9,NOTES
EMPRESS,不沈艦CANDY,ANOTHER,12,PEAK
SINOBUZ,冬椿 ft. Kanae Asaba,NORMAL,5,NOTES
SINOBUZ,冬椿 ft. Kanae Asaba,HYPER,7,NOTES
SINOBUZ,冬椿 ft. Kanae Asaba,ANOTHER,10,NOTES
SINOBUZ,冬椿 ft. Kanae Asaba,LEGGENDARIA,11,NOTES
EPOLIS,《PL|RAYER》,NORMAL,5,
EPOLIS,《PL|RAYER》,HYPER,9,PEAK
EPOLIS,《PL|RAYER》,ANOTHER,12,CHORD
PENDUAL,ぷろぐれっしぶ時空少女！うらしまたろ子ちゃん！,NORMAL,5,SCRATCH
PENDUAL,ぷろぐれっしぶ時空少女！うらしまたろ子ちゃん！,HYPER,7,NOTES
PENDUAL,ぷろぐれっしぶ時空少女！うらしまたろ子ちゃん！,ANOTHER,11,NOTES
PENDUAL,ベィスドロップ・フリークス,NORMAL,4,PEAK
PENDUAL,ベィスドロップ・フリークス,HYPER,7,NOTES
PENDUAL,ベィスドロップ・フリークス,ANOTHER,10,NOTES
PENDUAL,ベィスドロップ・フリークス,LEGGENDARIA,11,SCRATCH
