バージョン,曲名,難易度,レベル,ノーツレーダー属性
HEROIC VERSE,セピアの軌跡 ft. 天宮みや(少女フラクタル),LEGGENDARIA,12,CHORD
copula,セロトニン,NORMAL,6,NOTES
copula,セロトニン,HYPER,9,NOTES
copula,セロトニン,ANOTHER,11,NOTES
EPOLIS,センチメンタル・サマー,NORMAL,3,NOTES
EPOLIS,センチメンタル・サマー,HYPER,6,NOTES
EPOLIS,センチメンタル・サマー,ANOTHER,9,NOTES
PENDUAL,千年ノ理,NORMAL,6,PEAK
PENDUAL,千年ノ理,HYPER,9,PEAK
PENDUAL,千年ノ理,ANOTHER,12,CHORD
PENDUAL,千年ノ理,LEGGENDARIA,12,
SPADA,旋律のドグマ～Miserables～,NORMAL,6,PEAK
SPADA,旋律のドグマ～Miserables～,HYPER,10,NOTES
SPADA,旋律のドグマ～Miserables～,ANOTHER,12,
GOLD,零 - ZERO -,NORMAL,6,SCRATCH
GOLD,零 - ZERO -,HYPER,8,NOTES
GOLD,零 - ZERO -,ANOTHER,10,NOTES
GOLD,零 - ZERO -,LEGGENDARIA,11,CHORD
PENDUAL,全力 SPECIAL VACATION!! ～限りある休日～,NORMAL,6,NOTES
PENDUAL,全力 SPECIAL VACATION!! ～限りある休日～,HYPER,8,NOTES
PENDUAL,全力 SPECIAL VACATION!! ～限りある休日～,ANOTHER,11,
CANNON BALLERS,草原の王女-軌跡を辿って-,NORMAL,4,PEAK
CANNON BALLERS,草原の王女-軌跡を辿って-,HYPER,8,NOTES
CANNON BALLERS,草原の王女-軌跡を辿って-,ANOTHER,10,CHORD
tricoro,創世ノート,NORMAL,4,PEAK
tricoro,創世ノート,HYPER,9,NOTES
tricoro,創世ノート,ANOTHER,11,CHORD
DJ TROOPERS,走馬灯 -The Last Song-,NORMAL,3,SCRATCH
DJ TROOPERS,走馬灯 -The Last Song-,HYPER,5,SOF-LAN
INFINITAS,天泣,NORMAL,5,
INFINITAS,天泣,HYPER,10,
INFINITAS,天泣,ANOTHER,12,
PENDUAL,それは花火のような恋,NORMAL,7,NOTES
PENDUAL,それは花火のような恋,HYPER,10,NOTES
PENDUAL,それは花火のような恋,ANOTHER,12,
RESIDENT,ぞうしょく！？マイデンティティ,NORMAL,6,NOTES
RESIDENT,ぞうしょく！？マイデンティティ,HYPER,10,
RESIDENT,ぞうしょく！？マイデンティティ,ANOTHER,12,
BISTROVER,∀,NORMAL,7,NOTES
BISTROVER,∀,HYPER,10,NOTES
BISTROVER,∀,ANOTHER,12,
IIDX RED,太陽～T・A・I・Y・O～,NORMAL,4,
IIDX RED,太陽～T・A・I・Y・O～,HYPER,8,PEAK
copula,太陽SUNSUNボンジュールアバンチュール,NORMAL,6,NOTES
copula,太陽SUNSUNボンジュールアバンチュール,HYPER,9,PEAK
copula,太陽SUNSUNボンジュールアバンチュール,ANOTHER,11,
SIRIUS,たからもの,NORMAL,5,
SIRIUS,たからもの,HYPER,7,CHORD
SIRIUS,たからもの,ANOTHER,10,CHORD
SIRIUS,たからもの,LEGGENDARIA,11,
INFINITAS,多極性ニューロンの崩壊による人間の末路,NORMAL,6,NOTES
INFINITAS,多極性ニューロンの崩壊による人間の末路,HYPER,10,PEAK
INFINITAS,多極性ニューロンの崩壊による人間の末路,ANOTHER,12,
DistorteD,タシカナモノ,NORMAL,5,
DistorteD,タシカナモノ,HYPER,7,PEAK
DistorteD,タシカナモノ,ANOTHER,10,CHORD
Resort Anthem,旅人リラン,NORMAL,6,PEAK
Resort Anthem,旅人リラン,HYPER,10,PEAK
Resort Anthem,旅人リラン,ANOTHER,12,PEAK
tricoro,たまゆら,NORMAL,6,PEAK
tricoro,たまゆら,HYPER,10,PEAK
tricoro,たまゆら,ANOTHER,12,
INFINITAS,タンポポ,NORMAL,6,
INFINITAS,タンポポ,HYPER,9,NOTES
INFINITAS,タンポポ,ANOTHER,11,CHORD
INFINITAS,大見解,NORMAL,4,PEAK
INFINITAS,大見解,HYPER,8,
INFINITAS,大見解,ANOTHER,10,CHORD
Rootage,抱きしめてモナムール,NORMAL,6,
Rootage,抱きしめてモナムール,HYPER,10,NOTES
Rootage,抱きしめてモナムール,ANOTHER,12,CHORD
PENDUAL,打打打打打打打打打打,NORMAL,5,
PENDUAL,打打打打打打打打打打,HYPER,9,PEAK
PENDUAL,打打打打打打打打打打,ANOTHER,11,PEAK
Pinky Crush,断罪の一花,NORMAL,4,PEAK
Pinky Crush,断罪の一花,HYPER,8,NOTES
Pinky Crush,断罪の一花,ANOTHER,11,
Resort Anthem,中華急行,NORMAL,5,PEAK
Resort Anthem,中華急行,HYPER,8,NOTES
Resort Anthem,中華急行,ANOTHER,10,NOTES
SPADA,超!!遠距離らぶメ～ル,NORMAL,4,
SPADA,超!!遠距離らぶメ～ル,HYPER,7,NOTES
SPADA,超!!遠距離らぶメ～ル,ANOTHER,11,CHORD
PENDUAL,超青少年ノ為ノ超多幸ナ超古典的超舞曲,NORMAL,6,
PENDUAL,超青少年ノ為ノ超多幸ナ超古典的超舞曲,HYPER,8,NOTES
PENDUAL,超青少年ノ為ノ超多幸ナ超古典的超舞曲,ANOTHER,12,NOTES
PENDUAL,超青少年ノ為ノ超多幸ナ超古典的超舞曲,LEGGENDARIA,12,
RESIDENT,ちょえちょえまぎか,NORMAL,6,NOTES
RESIDENT,ちょえちょえまぎか,HYPER,10,
RESIDENT,ちょえちょえまぎか,ANOTHER,11,
RESIDENT,ちょえちょえまぎか,LEGGENDARIA,12,NOTES
SINOBUZ,ちらちら・はらはら,NORMAL,2,PEAK
SINOBUZ,ちらちら・はらはら,HYPER,5,PEAK
SINOBUZ,ちらちら・はらはら,ANOTHER,7,CHORD
copula,追想快晴テーマパーク,NORMAL,6,PEAK
copula,追想快晴テーマパーク,HYPER,10,NOTES
copula,追想快晴テーマパーク,ANOTHER,11,
SINOBUZ,津軽雪,NORMAL,7,NOTES
SINOBUZ,津軽雪,HYPER,10,
SINOBUZ,津軽雪,ANOTHER,12,
CastHour,月とミルク,NORMAL,5,PEAK
CastHour,月とミルク,HYPER,8,PEAK
CastHour,月とミルク,ANOTHER,11,
RESIDENT,月と夢の跡 ft. マナ,NORMAL,5,
RESIDENT,月と夢の跡 ft. マナ,HYPER,8,PEAK
RESIDENT,月と夢の跡 ft. マナ,ANOTHER,10,CHORD
SINOBUZ,月雪に舞う華のように,NORMAL,5,
SINOBUZ,月雪に舞う華のように,HYPER,8,PEAK
SINOBUZ,月雪に舞う華のように,ANOTHER,10,CHORD
EMPRESS,翼,NORMAL,5,
EMPRESS,翼,HYPER,8,PEAK
EMPRESS,翼,ANOTHER,9,CHORD
EMPRESS,翼,LEGGENDARIA,11,
SPADA,罪と罰,NORMAL,6,NOTES
SPADA,罪と罰,HYPER,8,NOTES
SPADA,罪と罰,ANOTHER,10,PEAK
EMPRESS,天空脳番長危機十六連打,NORMAL,5,NOTES
EMPRESS,天空脳番長危機十六連打,HYPER,10,PEAK
EMPRESS,天空脳番長危機十六連打,ANOTHER,11,NOTES
EMPRESS,鉄甲乙女-under the steel-,NORMAL,5,
EMPRESS,鉄甲乙女-under the steel-,HYPER,9,PEAK
EMPRESS,鉄甲乙女-under the steel-,ANOTHER,10,CHORD
Lincle,天空の夜明け,NORMAL,7,PEAK
Lincle,天空の夜明け,HYPER,11,PEAK
Lincle,天空の夜明け,ANOTHER,12,
2nd style,.59,NORMAL,4,PEAK
2nd style,.59,HYPER,6,PEAK
2nd style,.59,ANOTHER,7,NOTES
PENDUAL,Ｘ↑Ｘ↓,NORMAL,5,
PENDUAL,Ｘ↑Ｘ↓,HYPER,9,PEAK
PENDUAL,Ｘ↑Ｘ↓,ANOTHER,12,CHORD
BISTROVER,ディスコルディア,NORMAL,7,PEAK
BISTROVER,ディスコルディア,HYPER,10,CHARGE
BISTROVER,ディスコルディア,ANOTHER,12,
SINOBUZ,ディッシュウォッシャー◎彡おいわちゃん,NORMAL,4,PEAK
SINOBUZ,ディッシュウォッシャー◎彡おいわちゃん,HYPER,7,PEAK
SINOBUZ,ディッシュウォッシャー◎彡おいわちゃん,ANOTHER,11,
SPADA,デッドボヲルdeホームラン,NORMAL,4,PEAK
SPADA,デッドボヲルdeホームラン,HYPER,9,PEAK
SPADA,デッドボヲルdeホームラン,ANOTHER,11,CHORD
EPOLIS,電光,NORMAL,6,SCRATCH
EPOLIS,電光,HYPER,10,
EPOLIS,電光,ANOTHER,12,
EPOLIS,電子になりたい,NORMAL,5,
EPOLIS,電子になりたい,HYPER,8,NOTES
EPOLIS,電子になりたい,ANOTHER,10,
GOLD,電人、暁に斃れる。,NORMAL,7,NOTES
GOLD,電人、暁に斃れる。,HYPER,10,NOTES
GOLD,電人、暁に斃れる。,ANOTHER,12,NOTES
6th style,電人イェーガーのテーマ(Theme of DENJIN J),NORMAL,8,
6th style,電人イェーガーのテーマ(Theme of DENJIN J),HYPER,10,PEAK
PENDUAL,デンドロビウム,NORMAL,5,
PENDUAL,デンドロビウム,HYPER,8,NOTES
PENDUAL,デンドロビウム,ANOTHER,10,
EPOLIS,電腦都市,NORMAL,7,NOTES
EPOLIS,電腦都市,HYPER,10,
EPOLIS,電腦都市,ANOTHER,12,
CANNON BALLERS,東京神話,NORMAL,6,PEAK
CANNON BALLERS,東京神話,HYPER,9,NOTES
CANNON BALLERS,東京神話,ANOTHER,12,
CANNON BALLERS,東京神話,LEGGENDARIA,12,PEAK
Lincle,突撃!ガラスのニーソ姫!,NORMAL,4,NOTES
Lincle,突撃!ガラスのニーソ姫!,HYPER,8,PEAK
Lincle,突撃!ガラスのニーソ姫!,ANOTHER,10,CHORD
SPADA,轟け！恋のビーンボール！！,NORMAL,6,
SPADA,轟け！恋のビーンボール！！,HYPER,10,PEAK
SPADA,轟け！恋のビーンボール！！,ANOTHER,12,
tricoro,トリカゴノ鳳凰,NORMAL,6,
tricoro,トリカゴノ鳳凰,HYPER,9,NOTES
tricoro,トリカゴノ鳳凰,ANOTHER,12,
PENDUAL,取り残された美術(Arranged:HiZuMi),NORMAL,5,NOTES
PENDUAL,取り残された美術(Arranged:HiZuMi),HYPER,8,NOTES
PENDUAL,取り残された美術(Arranged:HiZuMi),ANOTHER,10,CHORD
PENDUAL,とろぴかる倶楽部,NORMAL,6,SCRATCH
PENDUAL,とろぴかる倶楽部,HYPER,9,SCRATCH
PENDUAL,とろぴかる倶楽部,ANOTHER,11,SCRATCH
INFINITAS,ドゥサンコオデッセイ!!,NORMAL,6,
INFINITAS,ドゥサンコオデッセイ!!,HYPER,10,
INFINITAS,ドゥサンコオデッセイ!!,ANOTHER,12,
SINOBUZ,童話回廊,NORMAL,5,NOTES
SINOBUZ,童話回廊,HYPER,9,NOTES
SINOBUZ,童話回廊,ANOTHER,12,
PENDUAL,ドッキン☆サマーあばんちゅーる,NORMAL,6,
PENDUAL,ドッキン☆サマーあばんちゅーる,HYPER,9,NOTES
PENDUAL,ドッキン☆サマーあばんちゅーる,ANOTHER,11,CHORD
Pinky Crush,ドリムチウ,NORMAL,4,NOTES
Pinky Crush,ドリムチウ,HYPER,7,NOTES
Pinky Crush,ドリムチウ,ANOTHER,10,
CANNON BALLERS,ナイトシティー・アヴァンチュール,NORMAL,5,
CANNON BALLERS,ナイトシティー・アヴァンチュール,HYPER,7,NOTES
CANNON BALLERS,ナイトシティー・アヴァンチュール,ANOTHER,9,CHORD
CastHour,ナイトフィクション,NORMAL,4,
CastHour,ナイトフィクション,HYPER,8,NOTES
CastHour,ナイトフィクション,ANOTHER,10,
EPOLIS,ないないルーティン,NORMAL,3,PEAK
EPOLIS,ないないルーティン,HYPER,7,PEAK
EPOLIS,ないないルーティン,ANOTHER,10,
SPADA,IX,NORMAL,6,NOTES
SPADA,IX,HYPER,11,
SPADA,IX,ANOTHER,12,NOTES
tricoro,†渚の小悪魔ラヴリィ～レイディオ†(IIDX EDIT),NORMAL,3,NOTES
tricoro,†渚の小悪魔ラヴリィ～レイディオ†(IIDX EDIT),HYPER,9,PEAK
tricoro,†渚の小悪魔ラヴリィ～レイディオ†(IIDX EDIT),ANOTHER,12,NOTES
DistorteD,嘆きの樹,NORMAL,7,PEAK
DistorteD,嘆きの樹,HYPER,11,
DistorteD,嘆きの樹,ANOTHER,12,
PENDUAL,夏色DIARY - L.E.D.-G STYLE MIX -,NORMAL,6,
PENDUAL,夏色DIARY - L.E.D.-G STYLE MIX -,HYPER,10,NOTES
PENDUAL,夏色DIARY - L.E.D.-G STYLE MIX -,ANOTHER,12,NOTES
EPOLIS,夏風邪デスコ,NORMAL,4,NOTES
EPOLIS,夏風邪デスコ,HYPER,8,NOTES
EPOLIS,夏風邪デスコ,ANOTHER,10,
Rootage,夏の匂い。キミの残像。 ft. Kanae Asaba,NORMAL,4,PEAK
Rootage,夏の匂い。キミの残像。 ft. Kanae Asaba,HYPER,8,PEAK
Rootage,夏の匂い。キミの残像。 ft. Kanae Asaba,ANOTHER,10,CHORD
BISTROVER,涙のテ・エストラーニョ・ムーチョ,NORMAL,6,
BISTROVER,涙のテ・エストラーニョ・ムーチョ,HYPER,9,NOTES
BISTROVER,涙のテ・エストラーニョ・ムーチョ,ANOTHER,11,
DistorteD,虹色,NORMAL,5,
DistorteD,虹色,HYPER,7,NOTES
DistorteD,虹色,ANOTHER,8,NOTES
tricoro,虹色の花,NORMAL,4,NOTES
tricoro,虹色の花,HYPER,8,NOTES
tricoro,虹色の花,ANOTHER,11,
SPADA,廿,NORMAL,5,
SPADA,廿,HYPER,8,SCRATCH
SPADA,廿,ANOTHER,10,PEAK
SPADA,廿,LEGGENDARIA,12,
HEROIC VERSE,眠りの国のステラ,NORMAL,6,
HEROIC VERSE,眠りの国のステラ,HYPER,9,NOTES
HEROIC VERSE,眠りの国のステラ,ANOTHER,11,
Rootage,ハードベース・フェスタ,NORMAL,6,
Rootage,ハードベース・フェスタ,HYPER,9,NOTES
Rootage,ハードベース・フェスタ,ANOTHER,11,CHORD
CastHour,ハイテックトキオ,NORMAL,6,
CastHour,ハイテックトキオ,HYPER,9,NOTES
CastHour,ハイテックトキオ,ANOTHER,11,
CastHour,ハイテックトキオ,LEGGENDARIA,12,
CANNON BALLERS,ハイ*ビスカス ft. Kanae Asaba,NORMAL,5,
CANNON BALLERS,ハイ*ビスカス ft. Kanae Asaba,HYPER,8,NOTES
CANNON BALLERS,ハイ*ビスカス ft. Kanae Asaba,ANOTHER,10,NOTES
RESIDENT,儚キ戀ノ幻想譚,NORMAL,7,NOTES
RESIDENT,儚キ戀ノ幻想譚,HYPER,10,NOTES
RESIDENT,儚キ戀ノ幻想譚,ANOTHER,12,
BISTROVER,儚き恋の華,NORMAL,5,
BISTROVER,儚き恋の華,HYPER,9,NOTES
BISTROVER,儚き恋の華,ANOTHER,11,
Pinky Crush,爆ぜりゃんせ,NORMAL,5,
Pinky Crush,爆ぜりゃんせ,HYPER,9,PEAK
Pinky Crush,爆ぜりゃんせ,ANOTHER,11,
EPOLIS,果たせぬ約束 ft. 小林マナ,NORMAL,5,NOTES
EPOLIS,果たせぬ約束 ft. 小林マナ,HYPER,9,NOTES
EPOLIS,果たせぬ約束 ft. 小林マナ,ANOTHER,11,
Rootage,花冠 feat.Aikapin,NORMAL,6,PEAK
Rootage,花冠 feat.Aikapin,HYPER,9,PEAK
Rootage,花冠 feat.Aikapin,ANOTHER,11,SCRATCH
GOLD,花吹雪 ～ IIDX LIMITED ～,NORMAL,5,PEAK
GOLD,花吹雪 ～ IIDX LIMITED ～,HYPER,7,NOTES
GOLD,花吹雪 ～ IIDX LIMITED ～,ANOTHER,8,PEAK
DJ TROOPERS,華爛漫 -Flowers-,NORMAL,7,NOTES
DJ TROOPERS,華爛漫 -Flowers-,HYPER,9,NOTES
DJ TROOPERS,華爛漫 -Flowers-,ANOTHER,10,NOTES
DJ TROOPERS,華爛漫 -Flowers-,LEGGENDARIA,12,
EMPRESS,ハリツヤランデヴー,NORMAL,5,
EMPRESS,ハリツヤランデヴー,HYPER,8,CHORD
EMPRESS,ハリツヤランデヴー,ANOTHER,10,CHORD
Rootage,爆ゼニ☆がってんワーカー,NORMAL,6,
Rootage,爆ゼニ☆がってんワーカー,HYPER,9,NOTES
Rootage,爆ゼニ☆がってんワーカー,ANOTHER,11,
CANNON BALLERS,バスルーム ロマンス,NORMAL,5,
CANNON BALLERS,バスルーム ロマンス,HYPER,8,NOTES
CANNON BALLERS,バスルーム ロマンス,ANOTHER,10,NOTES
SINOBUZ,刃図羅,NORMAL,6,
SINOBUZ,刃図羅,HYPER,10,
SINOBUZ,刃図羅,ANOTHER,12,
HEROIC VERSE,バッドエンド・シンドローム,NORMAL,5,
HEROIC VERSE,バッドエンド・シンドローム,HYPER,9,PEAK
HEROIC VERSE,バッドエンド・シンドローム,ANOTHER,11,
BISTROVER,バッド・スイーツ、バッド・ドリーム,NORMAL,5,
BISTROVER,バッド・スイーツ、バッド・ドリーム,HYPER,9,SCRATCH
BISTROVER,バッド・スイーツ、バッド・ドリーム,ANOTHER,12,SCRATCH
CANNON BALLERS,バ→ビ→ブ→Bomb!,NORMAL,5,SCRATCH
CANNON BALLERS,バ→ビ→ブ→Bomb!,HYPER,8,NOTES
CANNON BALLERS,バ→ビ→ブ→Bomb!,ANOTHER,11,NOTES
RESIDENT,パーフェクトイーター,NORMAL,5,NOTES
RESIDENT,パーフェクトイーター,HYPER,9,NOTES
RESIDENT,パーフェクトイーター,ANOTHER,11,
SIRIUS,バビロニア,NORMAL,4,PEAK
SIRIUS,バビロニア,HYPER,6,NOTES
SIRIUS,バビロニア,ANOTHER,8,CHORD
PENDUAL,パ→ピ→プ→Yeah!,NORMAL,6,
PENDUAL,パ→ピ→プ→Yeah!,HYPER,9,CHORD
PENDUAL,パ→ピ→プ→Yeah!,ANOTHER,11,CHORD
SINOBUZ,火影,NORMAL,6,SCRATCH
SINOBUZ,火影,HYPER,9,SCRATCH
SINOBUZ,火影,ANOTHER,12,SCRATCH
HAPPY SKY,ヒマワリ,NORMAL,4,PEAK
HAPPY SKY,ヒマワリ,HYPER,8,NOTES
HAPPY SKY,ヒマワリ,ANOTHER,9,NOTES
EMPRESS,卑弥呼,NORMAL,7,SOF-LAN
EMPRESS,卑弥呼,HYPER,11,
EMPRESS,卑弥呼,ANOTHER,12,PEAK
Sparkle Shower,百恋ラブラスター,NORMAL,4,SCRATCH
Sparkle Shower,百恋ラブラスター,HYPER,8,NOTES
Sparkle Shower,百恋ラブラスター,ANOTHER,10,
PENDUAL,表裏一体！？怪盗いいんちょの悩み,NORMAL,6,SCRATCH
PENDUAL,表裏一体！？怪盗いいんちょの悩み,HYPER,10,SCRATCH
PENDUAL,表裏一体！？怪盗いいんちょの悩み,ANOTHER,12,CHORD
HEROIC VERSE,開きたまえ！Next stAge！,NORMAL,5,
HEROIC VERSE,開きたまえ！Next stAge！,HYPER,10,NOTES/SCRATCH
HEROIC VERSE,開きたまえ！Next stAge！,ANOTHER,11,
SINOBUZ,!Viva!,NORMAL,4,NOTES
SINOBUZ,!Viva!,HYPER,9,NOTES
SINOBUZ,!Viva!,ANOTHER,11,CHORD
SINOBUZ,!Viva!,LEGGENDARIA,11,CHORD
Lincle,ビューティフルレシート,NORMAL,4,PEAK
Lincle,ビューティフルレシート,HYPER,9,PEAK
Lincle,ビューティフルレシート,ANOTHER,11,CHORD
IIDX RED,ピアノ協奏曲第１番”蠍火”,NORMAL,5,SOF-LAN
IIDX RED,ピアノ協奏曲第１番”蠍火”,HYPER,10,
IIDX RED,ピアノ協奏曲第１番”蠍火”,ANOTHER,12,SOF-LAN
HEROIC VERSE,ピアノ協奏曲第1番”蠍火” (BlackY Remix),NORMAL,6,
HEROIC VERSE,ピアノ協奏曲第1番”蠍火” (BlackY Remix),HYPER,10,
HEROIC VERSE,ピアノ協奏曲第1番”蠍火” (BlackY Remix),ANOTHER,12,
CastHour,"ピアノ独奏無言歌 ""灰燼""",NORMAL,6,SOF-LAN
CastHour,"ピアノ独奏無言歌 ""灰燼""",HYPER,10,SOF-LAN
CastHour,"ピアノ独奏無言歌 ""灰燼""",ANOTHER,12,
SIRIUS,フェティッシュペイパー ～脇の汗回転ガール～,NORMAL,5,
SIRIUS,フェティッシュペイパー ～脇の汗回転ガール～,HYPER,6,
SIRIUS,フェティッシュペイパー ～脇の汗回転ガール～,ANOTHER,10,PEAK
BISTROVER,二人ノ廃城幽踊宴,NORMAL,7,SOF-LAN
BISTROVER,二人ノ廃城幽踊宴,HYPER,10,SOF-LAN
BISTROVER,二人ノ廃城幽踊宴,ANOTHER,12,NOTES
EMPRESS,不沈艦CANDY,NORMAL,6,
EMPRESS,不沈艦CANDY,HYPER,9,PEAK
EMPRESS,不沈艦CANDY,ANOTHER,11,PEAK
SINOBUZ,冬椿 ft. Kanae Asaba,NORMAL,5,NOTES
SINOBUZ,冬椿 ft. Kanae Asaba,HYPER,7,NOTES
SINOBUZ,冬椿 ft. Kanae Asaba,ANOTHER,10,
SINOBUZ,冬椿 ft. Kanae Asaba,LEGGENDARIA,11,NOTES
EPOLIS,《PL|RAYER》,NORMAL,5,
EPOLIS,《PL|RAYER》,HYPER,9,PEAK
EPOLIS,《PL|RAYER》,ANOTHER,12,
PENDUAL,ぷろぐれっしぶ時空少女！うらしまたろ子ちゃん！,NORMAL,4,SCRATCH
PENDUAL,ぷろぐれっしぶ時空少女！うらしまたろ子ちゃん！,HYPER,7,SCRATCH
PENDUAL,ぷろぐれっしぶ時空少女！うらしまたろ子ちゃん！,ANOTHER,10,NOTES
PENDUAL,ベィスドロップ・フリークス,NORMAL,4,SCRATCH
PENDUAL,ベィスドロップ・フリークス,HYPER,7,NOTES
PENDUAL,ベィスドロップ・フリークス,ANOTHER,11,CHORD
PENDUAL,ベィスドロップ・フリークス,LEGGENDARIA,11,
PENDUAL,紅牡丹,NORMAL,6,SCRATCH
PENDUAL,紅牡丹,HYPER,9,PEAK
PENDUAL,紅牡丹,ANOTHER,11,
CastHour,烽火連天の刃,NORMAL,6,NOTES
CastHour,烽火連天の刃,HYPER,10,CHARGE
CastHour,烽火連天の刃,ANOTHER,12,
copula,星屑ディスタンシア,NORMAL,4,PEAK
copula,星屑ディスタンシア,HYPER,6,NOTES
copula,星屑ディスタンシア,ANOTHER,10,NOTES
GOLD,星をこの手に,NORMAL,6,
GOLD,星をこの手に,HYPER,9,NOTES
GOLD,星をこの手に,ANOTHER,10,NOTES
SPADA,牧神笛吹きて,NORMAL,4,PEAK
SPADA,牧神笛吹きて,HYPER,8,PEAK
SPADA,牧神笛吹きて,ANOTHER,11,PEAK
INFINITAS,ポチコの幸せな日常,NORMAL,6,NOTES
INFINITAS,ポチコの幸せな日常,HYPER,10,
INFINITAS,ポチコの幸せな日常,ANOTHER,12,
BISTROVER,-65℃,NORMAL,7,PEAK
BISTROVER,-65℃,HYPER,10,NOTES
BISTROVER,-65℃,ANOTHER,12,
SPADA,マインド・ゲーム,NORMAL,5,
SPADA,マインド・ゲーム,HYPER,8,PEAK
SPADA,マインド・ゲーム,ANOTHER,10,
SINOBUZ,#MAGiCVLGiRL_TRVP_B3VTZ,NORMAL,6,NOTES
SINOBUZ,#MAGiCVLGiRL_TRVP_B3VTZ,HYPER,9,PEAK
SINOBUZ,#MAGiCVLGiRL_TRVP_B3VTZ,ANOTHER,11,CHORD
DJ TROOPERS,マチ子の唄,NORMAL,4,PEAK
DJ TROOPERS,マチ子の唄,HYPER,7,PEAK
DJ TROOPERS,マチ子の唄,ANOTHER,9,CHORD
DJ TROOPERS,マチ子の唄,LEGGENDARIA,11,CHARGE
EPOLIS,摩天楼,NORMAL,4,PEAK
EPOLIS,摩天楼,HYPER,9,PEAK
EPOLIS,摩天楼,ANOTHER,12,
BISTROVER,魔法のかくれんぼ,NORMAL,5,
BISTROVER,魔法のかくれんぼ,HYPER,8,SOF-LAN
BISTROVER,魔法のかくれんぼ,ANOTHER,12,
EMPRESS,まほろば,NORMAL,5,PEAK
EMPRESS,まほろば,HYPER,8,NOTES
EMPRESS,まほろば,ANOTHER,11,PEAK
RESIDENT,真夜中のバベル,NORMAL,4,NOTES
RESIDENT,真夜中のバベル,HYPER,7,NOTES
RESIDENT,真夜中のバベル,ANOTHER,9,NOTES
HEROIC VERSE,曼荼羅恋々,NORMAL,6,NOTES
HEROIC VERSE,曼荼羅恋々,HYPER,9,NOTES
HEROIC VERSE,曼荼羅恋々,ANOTHER,11,NOTES
INFINITAS,未完成ノ蒸氣驅動乙女,NORMAL,5,NOTES
INFINITAS,未完成ノ蒸氣驅動乙女,HYPER,10,NOTES
INFINITAS,未完成ノ蒸氣驅動乙女,ANOTHER,12,
Rootage,ミストレス・アンに花束を,NORMAL,3,PEAK
Rootage,ミストレス・アンに花束を,HYPER,6,NOTES
Rootage,ミストレス・アンに花束を,ANOTHER,8,NOTES
CastHour,禊,NORMAL,6,NOTES
CastHour,禊,HYPER,10,NOTES
CastHour,禊,ANOTHER,12,
Rootage,ミッドナイト☆WAR,NORMAL,5,PEAK
Rootage,ミッドナイト☆WAR,HYPER,9,NOTES
Rootage,ミッドナイト☆WAR,ANOTHER,11,PEAK
EMPRESS,ミッドナイト堕天使,NORMAL,5,
EMPRESS,ミッドナイト堕天使,HYPER,8,NOTES
EMPRESS,ミッドナイト堕天使,ANOTHER,9,
BISTROVER,水無月の雫 ft. 小林まな,NORMAL,6,NOTES
BISTROVER,水無月の雫 ft. 小林まな,HYPER,9,NOTES
BISTROVER,水無月の雫 ft. 小林まな,ANOTHER,11,
INFINITAS,見習い天使と星降りの丘,NORMAL,5,PEAK
INFINITAS,見習い天使と星降りの丘,HYPER,10,
INFINITAS,見習い天使と星降りの丘,ANOTHER,12,
DJ TROOPERS,ミラージュ・レジデンス,NORMAL,6,PEAK
DJ TROOPERS,ミラージュ・レジデンス,HYPER,10,NOTES
DJ TROOPERS,ミラージュ・レジデンス,ANOTHER,12,CHORD
SIRIUS,未来のプリズム,NORMAL,4,PEAK
SIRIUS,未来のプリズム,HYPER,8,PEAK
SIRIUS,未来のプリズム,ANOTHER,10,PEAK
HEROIC VERSE,魅惑のYUMMYスイーツ,NORMAL,5,
HEROIC VERSE,魅惑のYUMMYスイーツ,HYPER,9,NOTES
HEROIC VERSE,魅惑のYUMMYスイーツ,ANOTHER,12,NOTES
BISTROVER,無意識のフィロソフィア,NORMAL,5,
BISTROVER,無意識のフィロソフィア,HYPER,9,NOTES
BISTROVER,無意識のフィロソフィア,ANOTHER,11,
BISTROVER,霧幻メモリア,NORMAL,5,PEAK
BISTROVER,霧幻メモリア,HYPER,7,PEAK
BISTROVER,霧幻メモリア,ANOTHER,10,PEAK
Pinky Crush,無双,NORMAL,5,NOTES
Pinky Crush,無双,HYPER,8,NOTES
Pinky Crush,無双,ANOTHER,11,
HAPPY SKY,冥,NORMAL,5,SOF-LAN
HAPPY SKY,冥,HYPER,11,
HAPPY SKY,冥,ANOTHER,12,SOF-LAN
copula,明鏡止水,NORMAL,5,SOF-LAN
copula,明鏡止水,HYPER,9,CHARGE
copula,明鏡止水,ANOTHER,11,CHARGE
copula,めいさいアイドル☆あいむちゃん♪,NORMAL,7,CHORD
copula,めいさいアイドル☆あいむちゃん♪,HYPER,10,NOTES
copula,めいさいアイドル☆あいむちゃん♪,ANOTHER,12,NOTES
tricoro,メイメツ、フラグメンツ,NORMAL,4,NOTES
tricoro,メイメツ、フラグメンツ,HYPER,7,NOTES
tricoro,メイメツ、フラグメンツ,ANOTHER,11,CHORD
CastHour,めでてえ,NORMAL,5,NOTES
CastHour,めでてえ,HYPER,8,SCRATCH
CastHour,めでてえ,ANOTHER,10,SCRATCH
PENDUAL,もっと！モット！ときめき feat. 松下,NORMAL,6,
PENDUAL,もっと！モット！ときめき feat. 松下,HYPER,9,SCRATCH
